description;population;location;zones;annee_scolaire;date
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-18 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-19 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-20 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-21 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-22 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-23 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-24 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-25 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-26 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-27 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-28 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-29 22:00:00+00:00
Vacances d'Été;Enseignants;Poitiers;Zone A;2021-2022;2022-08-30 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-22 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-23 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-24 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-25 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-26 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-27 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-28 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-29 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-30 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-10-31 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-11-01 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-11-02 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-11-03 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-11-04 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-11-05 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-11-06 22:00:00+00:00
Vacances de la Toussaint;-;Nice;Zone B;2021-2022;2021-11-07 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-22 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-23 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-24 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-25 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-26 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-27 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-28 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-29 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-30 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-10-31 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-11-01 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-11-02 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-11-03 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-11-04 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-11-05 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-11-06 22:00:00+00:00
Vacances de la Toussaint;-;Normandie;Zone B;2021-2022;2021-11-07 22:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-17 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-18 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-19 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-20 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-21 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-22 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-23 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-24 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-25 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-26 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-27 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-28 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-29 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-30 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2021-12-31 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2022-01-01 23:00:00+00:00
Vacances de Noël;-;Nancy-Metz;Zone B;2021-2022;2022-01-02 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-17 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-18 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-19 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-20 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-21 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-22 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-23 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-24 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-25 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-26 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-27 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-28 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-29 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-30 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2021-12-31 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2022-01-01 23:00:00+00:00
Vacances de Noël;-;Reims;Zone B;2021-2022;2022-01-02 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-17 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-18 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-19 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-20 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-21 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-22 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-23 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-24 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-25 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-26 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-27 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-28 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-29 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-30 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2021-12-31 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2022-01-01 23:00:00+00:00
Vacances de Noël;-;Strasbourg;Zone B;2021-2022;2022-01-02 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-04 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-05 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-06 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-07 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-08 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-09 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-10 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-11 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-12 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-13 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-14 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-15 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-16 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-17 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-18 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-19 23:00:00+00:00
Vacances d'Hiver;-;Aix-Marseille;Zone B;2021-2022;2022-02-20 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-04 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-05 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-06 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-07 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-08 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-09 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-10 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-11 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-12 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-13 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-14 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-15 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-16 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-17 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-18 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-19 23:00:00+00:00
Vacances d'Hiver;-;Lille;Zone B;2021-2022;2022-02-20 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-04 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-05 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-06 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-07 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-08 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-09 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-10 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-11 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-12 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-13 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-14 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-15 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-16 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-17 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-18 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-19 23:00:00+00:00
Vacances d'Hiver;-;Reims;Zone B;2021-2022;2022-02-20 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-04 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-05 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-06 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-07 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-08 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-09 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-10 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-11 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-12 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-13 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-14 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-15 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-16 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-17 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-18 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-19 23:00:00+00:00
Vacances d'Hiver;-;Rennes;Zone B;2021-2022;2022-02-20 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-04 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-05 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-06 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-07 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-08 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-09 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-10 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-11 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-12 23:00:00+00:00
Vacances d'Hiver;-;Strasbourg;Zone B;2021-2022;2022-02-13 23:00:00+00:00
